transaction_id,channel_id,product_id,sale_date,quarter,quantity,amount
T101184,CH002,P02,2025-01-15,2025-Q1,3,£44.97
T101185,CH002,P03,2025-05-18,2025-Q2,1,11.99
T101186,CH002,P01,2025-06-21,2025-Q2,1,12.99
T101187,CH002,P04,2025-07-27,2025-Q3,1,£16.99
T101188,CH002,P03,2025-03-26,2025-Q1,1,£11.99
T101189,CH002,P04,2025-03-23,2025-Q1,1,£16.99
T101190,CH002,P03,2025-02-19,2025-Q1,1,£11.99
T101191,CH002,P01,2025-07-15,2025-Q3,1,£13
T101192,CH002,P02,2025-11-04,2025-Q4,1,£14.99
T101193,CH002,P02,2025-06-03,2025-Q2,2,£29.98
T101194,CH002,P05,2025-09-14,2025-Q3,1,£16
T101195,CH002,P03,2025-12-18,2025-Q4,1,£11.99
T101196,CH002,P03,2025-09-26,2025-Q3,2,23.98
T101197,CH002,P03,2025-10-20,2025-Q4,1,£11.99
T101198,CH002,P01,2025-06-21,2025-Q2,1,12.99
T101199,CH002,P03,2025-05-09,2025-Q2,1,£11.99
T101200,CH002,P02,2025-09-05,2025-Q3,1,£14.99
T101201,CH002,P04,2025-02-11,2025-Q1,3,£50.97
T101202,CH002,P02,2025-05-16,2025-Q2,1,£14.99
T101203,CH002,P01,2025-12-18,2025-Q4,1,12.99
T101204,CH002,P05,2025-06-11,2025-Q2,1,£15.99
T101205,CH002,P05,2025-01-21,2025-Q1,1,15.99
T101206,CH002,P02,2025-06-16,2025-Q2,3,£44.97
T101207,CH002,P02,2025-04-27,2025-Q2,1,£15
T101208,CH002,P06,2025-09-14,2025-Q3,1,54.99
T101209,CH002,P05,2025-07-08,2025-Q3,1,£15.99
T101210,CH002,P05,2025-01-04,2025-Q1,1,£15.99
T101211,CH002,P01,2025-06-08,2025-Q2,1,12.99
T101212,CH002,P01,2025-05-10,2025-Q2,2,£25.98
T101213,CH002,P03,2025-12-14,2025-Q4,1,£12
T101214,CH002,P01,2025-03-15,2025-Q1,2,£25.98
T101215,CH002,P02,2025-12-05,2025-Q4,1,£14.99
T101216,CH002,P04,2025-08-23,2025-Q3,1,16.99
T101217,CH002,P03,2025-07-02,2025-Q3,3,35.97
T101218,CH002,P06,2025-01-11,2025-Q1,1,54.99
T101219,CH002,P04,2025-04-12,2025-Q2,1,£17
T101220,CH002,P01,2025-08-22,2025-Q3,2,£25.98
T101221,CH002,P04,2025-09-07,2025-Q3,2,£33.98
T101222,CH002,P04,2025-10-25,2025-Q4,1,£17
T101223,CH002,P02,2025-02-10,2025-Q1,1,£14.99
T101224,CH002,P02,2025-03-28,2025-Q1,3,£44.97
T101225,CH002,P06,2025-01-14,2025-Q1,1,54.99
T101226,CH002,P01,2025-05-08,2025-Q2,2,£25.98
T101227,CH002,P02,2025-07-10,2025-Q3,1,£14.99
T101228,CH002,P03,2025-03-16,2025-Q1,1,11.99
T101229,CH002,P02,2025-01-11,2025-Q1,3,£44.97
T101230,CH002,P04,2025-04-27,2025-Q2,1,16.99
T101231,CH002,P02,2025-05-27,2025-Q2,2,29.98
T101232,CH002,P03,2025-03-14,2025-Q1,3,£35.97
T101233,CH002,P02,2025-03-09,2025-Q1,1,14.99
T101234,CH002,P05,2025-10-08,2025-Q4,2,£31.98
T101235,CH002,P05,2025-12-14,2025-Q4,1,£15.99
T101236,CH002,P05,2025-11-04,2025-Q4,3,47.97
T101237,CH002,P01,2025-01-01,2025-Q1,1,£12.99
T101238,CH002,P04,2025-08-22,2025-Q3,1,16.99
T101239,CH002,P04,2025-01-24,2025-Q1,2,£33.98
T101240,CH002,P03,2025-01-25,2025-Q1,3,£36
T101241,CH002,P01,2025-04-12,2025-Q2,1,£12.99
T101242,CH002,P03,2025-02-01,2025-Q1,2,£23.98
T101243,CH002,P02,2025-09-17,2025-Q3,2,£29.98
T101244,CH002,P03,2025-03-05,2025-Q1,3,£35.97
T101245,CH002,P01,2025-01-06,2025-Q1,3,38.97
T101246,CH002,P02,2025-05-28,2025-Q2,1,14.99
T101247,CH002,P01,2025-10-23,2025-Q4,2,£25.98
T101248,CH002,P03,2025-11-11,2025-Q4,1,£11.99
T101249,CH002,P03,2025-01-11,2025-Q1,2,£23.98
T101250,CH002,P04,2025-09-28,2025-Q3,1,£16.99
T101251,CH002,P03,2025-04-11,2025-Q2,2,£24
T101252,CH002,P02,2025-03-04,2025-Q1,1,14.99
T101253,CH002,P01,2025-06-05,2025-Q2,1,£12.99
T101254,CH002,P03,2025-09-07,2025-Q3,1,11.99
T101255,CH002,P04,2025-09-12,2025-Q3,1,£16.99
T101256,CH002,P03,2025-06-20,2025-Q2,2,£23.98
T101257,CH002,P04,2025-08-11,2025-Q3,2,£34
T101258,CH002,P03,2025-07-27,2025-Q3,1,£11.99
T101259,CH002,P01,2025-04-14,2025-Q2,1,£13
T101260,CH002,P05,2025-09-27,2025-Q3,1,£16
T101261,CH002,P01,2025-03-23,2025-Q1,1,£12.99
T101262,CH002,P03,2025-02-19,2025-Q1,3,£35.97
T101263,CH002,P01,2025-07-09,2025-Q3,1,12.99
T101264,CH002,P03,2025-03-14,2025-Q1,1,11.99
T101265,CH002,P06,2025-02-18,2025-Q1,2,£109.98
T101266,CH002,P02,2025-08-23,2025-Q3,1,£14.99
T101267,CH002,P04,2025-06-01,2025-Q2,1,£16.99
T101268,CH002,P05,2025-05-06,2025-Q2,2,31.98
T101269,CH002,P01,2025-09-17,2025-Q3,2,£26
T101270,CH002,P01,2025-08-11,2025-Q3,1,12.99
T101271,CH002,P02,2025-03-26,2025-Q1,1,£15
T101272,CH002,P02,2025-10-24,2025-Q4,2,£29.98
T101273,CH002,P05,2025-01-10,2025-Q1,1,£15.99
T101274,CH002,P06,2025-04-19,2025-Q2,1,£54.99
T101275,CH002,P01,2025-09-07,2025-Q3,2,£26
T101276,CH002,P03,2025-02-09,2025-Q1,2,£24
T101277,CH002,P03,2025-09-21,2025-Q3,2,£23.98
T101278,CH002,P01,2025-12-19,2025-Q4,1,12.99
T101279,CH002,P03,2025-05-22,2025-Q2,1,11.99
T101280,CH002,P02,2025-09-02,2025-Q3,1,14.99
T101281,CH002,P02,2025-10-17,2025-Q4,2,£29.98
T101282,CH002,P05,2025-11-27,2025-Q4,1,15.99
T101283,CH002,P03,2025-12-02,2025-Q4,1,£11.99
T101284,CH002,P05,2025-09-18,2025-Q3,2,£31.98
T101285,CH002,P01,2025-05-01,2025-Q2,1,£12.99
T101286,CH002,P02,2025-03-19,2025-Q1,1,14.99
T101287,CH002,P05,2025-06-19,2025-Q2,2,£31.98
T101288,CH002,P02,2025-05-28,2025-Q2,1,£15
T101289,CH002,P01,2025-11-22,2025-Q4,1,12.99
T101290,CH002,P02,2025-10-21,2025-Q4,3,£44.97
T101291,CH002,P04,2025-11-17,2025-Q4,1,£16.99
T101292,CH002,P01,2025-10-03,2025-Q4,1,12.99
T101293,CH002,P06,2025-10-12,2025-Q4,2,£109.98
T101294,CH002,P03,2025-06-06,2025-Q2,1,£12
T101295,CH002,P06,2025-08-06,2025-Q3,1,£54.99
T101296,CH002,P04,2025-07-15,2025-Q3,2,£33.98
T101297,CH002,P02,2025-07-22,2025-Q3,1,£14.99
T101298,CH002,P04,2025-04-19,2025-Q2,1,16.99
T101299,CH002,P01,2025-01-26,2025-Q1,1,£12.99
T101300,CH002,P01,2025-03-03,2025-Q1,1,£12.99
T101301,CH002,P03,2025-10-14,2025-Q4,2,£23.98
T101302,CH002,P03,2025-05-08,2025-Q2,1,£11.99
T101303,CH002,P04,2025-07-04,2025-Q3,1,£16.99
T101304,CH002,P01,2025-09-12,2025-Q3,1,12.99
T101305,CH002,P04,2025-01-20,2025-Q1,1,16.99
T101306,CH002,P05,2025-12-10,2025-Q4,1,£15.99
T101307,CH002,P05,2025-12-06,2025-Q4,1,15.99
T101308,CH002,P01,2025-08-11,2025-Q3,1,£12.99
T101309,CH002,P06,2025-02-07,2025-Q1,1,£54.99
T101310,CH002,P02,2025-06-23,2025-Q2,1,£15
T101311,CH002,P03,2025-03-11,2025-Q1,1,£11.99
T101312,CH002,P05,2025-04-24,2025-Q2,2,£31.98
T101313,CH002,P06,2025-08-14,2025-Q3,2,£109.98
T101314,CH002,P02,2025-01-13,2025-Q1,1,£14.99
T101315,CH002,P01,2025-04-10,2025-Q2,2,£25.98
T101316,CH002,P06,2025-08-17,2025-Q3,1,£55
T101317,CH002,P01,2025-05-14,2025-Q2,1,£13
T101318,CH002,P03,2025-03-08,2025-Q1,2,23.98
T101319,CH002,P01,2025-07-07,2025-Q3,1,£12.99
T101320,CH002,P03,2025-03-01,2025-Q1,1,£12
T101321,CH002,P02,2025-09-08,2025-Q3,2,£29.98
T101322,CH002,P04,2025-04-18,2025-Q2,1,16.99
T101323,CH002,P03,2025-08-13,2025-Q3,1,£12
T101324,CH002,P03,2025-08-23,2025-Q3,1,£12
T101325,CH002,P02,2025-03-23,2025-Q1,1,£14.99
T101326,CH002,P03,2025-08-25,2025-Q3,2,£24
T101327,CH002,P02,2025-11-12,2025-Q4,1,£14.99
T101328,CH002,P02,2025-10-26,2025-Q4,2,£29.98
T101329,CH002,P01,2025-08-16,2025-Q3,3,£39
T101330,CH002,P02,2025-10-20,2025-Q4,1,14.99
T101331,CH002,P04,2025-01-15,2025-Q1,1,£16.99
T101332,CH002,P03,2025-04-24,2025-Q2,2,£23.98
T101333,CH002,P01,2025-02-24,2025-Q1,2,25.98
T101334,CH002,P01,2025-12-26,2025-Q4,1,12.99
T101335,CH002,P05,2025-12-07,2025-Q4,1,15.99
T101336,CH002,P01,2025-08-13,2025-Q3,2,25.98
T101337,CH002,P05,2025-06-22,2025-Q2,1,£15.99
T101338,CH002,P02,2025-09-02,2025-Q3,1,£14.99
T101339,CH002,P01,2025-07-12,2025-Q3,1,£12.99
T101340,CH002,P02,2025-08-15,2025-Q3,1,£14.99
T101341,CH002,P02,2025-12-13,2025-Q4,1,£14.99
T101342,CH002,P01,2025-07-26,2025-Q3,1,£12.99
T101343,CH002,P05,2025-02-20,2025-Q1,1,£15.99
T101344,CH002,P03,2025-01-16,2025-Q1,1,£11.99
T101345,CH002,P04,2025-07-21,2025-Q3,1,£16.99
T101346,CH002,P03,2025-05-08,2025-Q2,2,£23.98
T101347,CH002,P04,2025-12-06,2025-Q4,3,50.97
T101348,CH002,P02,2025-10-13,2025-Q4,1,£15
T101349,CH002,P01,2025-03-13,2025-Q1,3,£38.97
T101350,CH002,P03,2025-09-15,2025-Q3,1,11.99
T101351,CH002,P01,2025-03-26,2025-Q1,1,£12.99
T101352,CH002,P02,2025-01-22,2025-Q1,1,£14.99
T101353,CH002,P03,2025-03-16,2025-Q1,2,£23.98
T101354,CH002,P01,2025-08-10,2025-Q3,1,12.99
T101355,CH002,P01,2025-09-27,2025-Q3,1,12.99
T101356,CH002,P01,2025-04-23,2025-Q2,1,12.99
T101357,CH002,P05,2025-02-12,2025-Q1,3,£47.97
T101358,CH002,P03,2025-06-20,2025-Q2,1,£11.99
T101359,CH002,P05,2025-11-19,2025-Q4,1,£15.99
T101360,CH002,P02,2025-11-06,2025-Q4,1,£14.99
T101361,CH002,P01,2025-05-04,2025-Q2,1,12.99
T101362,CH002,P03,2025-04-20,2025-Q2,2,£23.98
T101363,CH002,P02,2025-08-25,2025-Q3,1,£15
T101364,CH002,P01,2025-11-17,2025-Q4,1,£12.99
T101365,CH002,P06,2025-04-23,2025-Q2,1,£54.99
T101366,CH002,P01,2025-10-28,2025-Q4,1,12.99
T101367,CH002,P01,2025-07-04,2025-Q3,1,£13
T101368,CH002,P05,2025-07-08,2025-Q3,1,15.99
T101369,CH002,P01,2025-10-28,2025-Q4,1,£12.99
T101370,CH002,P05,2025-01-01,2025-Q1,1,15.99
T101371,CH002,P05,2025-03-12,2025-Q1,1,15.99
T101372,CH002,P04,2025-01-09,2025-Q1,1,16.99
T101373,CH002,P05,2025-05-22,2025-Q2,1,£16
T101374,CH002,P01,2025-07-13,2025-Q3,3,38.97
T101375,CH002,P05,2025-02-18,2025-Q1,1,£16
T101376,CH002,P02,2025-02-19,2025-Q1,1,£14.99
T101377,CH002,P04,2025-03-08,2025-Q1,1,£17
T101378,CH002,P01,2025-12-04,2025-Q4,1,£12.99
T101379,CH002,P01,2025-05-02,2025-Q2,1,£12.99
T101380,CH002,P05,2025-07-11,2025-Q3,3,£47.97
T101381,CH002,P03,2025-10-16,2025-Q4,2,£24
T101382,CH002,P03,2025-08-19,2025-Q3,1,£12
T101383,CH002,P04,2025-07-12,2025-Q3,3,£50.97
T101384,CH002,P04,2025-07-22,2025-Q3,1,16.99
T101385,CH002,P04,2025-09-28,2025-Q3,2,£33.98
T101386,CH002,P03,2025-06-26,2025-Q2,1,£12
T101387,CH002,P01,2025-11-04,2025-Q4,2,£25.98
T101388,CH002,P05,2025-07-28,2025-Q3,1,£15.99
T101389,CH002,P01,2025-09-06,2025-Q3,1,£12.99
T101390,CH002,P02,2025-11-08,2025-Q4,1,£15
T101391,CH002,P01,2025-03-24,2025-Q1,2,£26
T101392,CH002,P05,2025-06-16,2025-Q2,1,£16
T101393,CH002,P02,2025-09-01,2025-Q3,1,14.99
T101394,CH002,P05,2025-05-18,2025-Q2,1,£15.99
T101395,CH002,P01,2025-10-01,2025-Q4,1,£12.99
T101396,CH002,P03,2025-02-07,2025-Q1,1,£12
T101397,CH002,P03,2025-05-05,2025-Q2,2,£23.98
T101398,CH002,P05,2025-12-19,2025-Q4,1,15.99
T101399,CH002,P06,2025-07-04,2025-Q3,2,109.98
T101400,CH002,P04,2025-05-07,2025-Q2,2,£33.98
T101401,CH002,P05,2025-03-12,2025-Q1,1,£15.99
T101402,CH002,P01,2025-09-19,2025-Q3,1,£12.99
T101403,CH002,P01,2025-06-28,2025-Q2,1,12.99
T101404,CH002,P04,2025-02-03,2025-Q1,1,£16.99
T101405,CH002,P01,2025-07-18,2025-Q3,2,£26
T101406,CH002,P03,2025-06-10,2025-Q2,2,23.98
T101407,CH002,P05,2025-08-06,2025-Q3,1,15.99
T101408,CH002,P05,2025-04-26,2025-Q2,1,15.99
T101409,CH002,P01,2025-03-09,2025-Q1,3,£39
T101410,CH002,P01,2025-09-11,2025-Q3,2,25.98
T101411,CH002,P02,2025-11-03,2025-Q4,3,44.97
T101412,CH002,P01,2025-03-19,2025-Q1,1,£13
T101413,CH002,P01,2025-09-04,2025-Q3,3,£38.97
T101414,CH002,P04,2025-06-01,2025-Q2,2,33.98
T101415,CH002,P02,2025-07-01,2025-Q3,1,£14.99
T101416,CH002,P05,2025-09-19,2025-Q3,3,£47.97
T101417,CH002,P03,2025-10-21,2025-Q4,1,11.99
T101418,CH002,P01,2025-03-03,2025-Q1,2,£25.98
T101419,CH002,P01,2025-03-18,2025-Q1,1,£12.99
T101420,CH002,P02,2025-10-26,2025-Q4,1,£14.99
T101421,CH002,P03,2025-10-21,2025-Q4,1,£11.99
T101422,CH002,P02,2025-08-26,2025-Q3,1,£14.99
T101423,CH002,P06,2025-03-15,2025-Q1,1,£54.99
T101424,CH002,P04,2025-01-05,2025-Q1,1,£17
T101425,CH002,P01,2025-02-02,2025-Q1,1,12.99
T101426,CH002,P02,2025-08-23,2025-Q3,1,£15
T101427,CH002,P02,2025-07-15,2025-Q3,1,14.99
T101428,CH003,P03,2024-04-07,2024-Q2,1,£12
T101429,CH003,P03,2024-11-27,2024-Q4,1,£11.99
T101430,CH003,P03,2024-12-01,2024-Q4,2,23.98
T101431,CH003,P02,2024-09-02,2024-Q3,1,£14.99
T101432,CH003,P05,2024-06-12,2024-Q2,2,£31.98
T101433,CH003,P02,2024-02-18,2024-Q1,1,£15
T101434,CH003,P01,2024-01-22,2024-Q1,1,12.99
T101435,CH003,P01,2024-09-27,2024-Q3,2,25.98
T101436,CH003,P06,2024-03-08,2024-Q1,1,£55
T101437,CH003,P01,2024-07-03,2024-Q3,1,£13
T101438,CH003,P03,2024-08-05,2024-Q3,1,£11.99
T101439,CH003,P02,2024-03-25,2024-Q1,3,44.97
T101440,CH003,P05,2024-07-15,2024-Q3,1,£15.99
T101441,CH003,P01,2024-05-09,2024-Q2,2,25.98
T101442,CH003,P02,2024-04-17,2024-Q2,2,£30
T101443,CH003,P01,2024-06-18,2024-Q2,1,12.99
T101444,CH003,P01,2024-11-16,2024-Q4,1,12.99
T101445,CH003,P05,2024-07-28,2024-Q3,1,£15.99
T101446,CH003,P01,2024-04-20,2024-Q2,1,£12.99
T101447,CH003,P03,2024-04-02,2024-Q2,1,£11.99
T101448,CH003,P01,2024-09-01,2024-Q3,1,£12.99
T101449,CH003,P02,2024-09-04,2024-Q3,1,£14.99
T101450,CH003,P05,2024-08-22,2024-Q3,1,£15.99
T101451,CH003,P02,2024-11-02,2024-Q4,3,44.97
T101452,CH003,P01,2024-04-07,2024-Q2,1,£12.99
T101453,CH003,P02,2024-09-05,2024-Q3,2,£29.98
T101454,CH003,P01,2024-01-13,2024-Q1,1,£12.99
T101455,CH003,P04,2024-01-08,2024-Q1,1,£17
T101456,CH003,P06,2024-10-25,2024-Q4,1,£54.99
T101457,CH003,P05,2024-08-27,2024-Q3,2,£31.98
T101458,CH003,P05,2024-08-11,2024-Q3,1,£15.99
T101459,CH003,P03,2024-03-17,2024-Q1,1,£11.99
T101460,CH003,P03,2024-07-15,2024-Q3,1,£11.99
T101461,CH003,P03,2024-08-13,2024-Q3,1,£11.99
T101462,CH003,P02,2024-04-04,2024-Q2,1,£14.99
T101463,CH003,P03,2024-07-09,2024-Q3,2,23.98
T101464,CH003,P02,2024-10-06,2024-Q4,1,£15
T101465,CH003,P02,2024-03-12,2024-Q1,1,£14.99
T101466,CH003,P02,2024-10-11,2024-Q4,1,14.99
T101467,CH003,P03,2024-04-17,2024-Q2,1,£11.99
T101468,CH003,P06,2024-10-22,2024-Q4,1,£54.99
T101469,CH003,P02,2024-07-05,2024-Q3,1,£14.99
T101470,CH003,P01,2024-09-15,2024-Q3,1,£13
T101471,CH003,P02,2024-08-01,2024-Q3,2,£29.98
T101472,CH003,P05,2024-07-24,2024-Q3,1,15.99
T101473,CH003,P06,2024-09-21,2024-Q3,2,£109.98
T101474,CH003,P04,2024-11-16,2024-Q4,1,16.99
T101475,CH003,P04,2024-12-05,2024-Q4,1,£17
T101476,CH003,P01,2024-01-17,2024-Q1,1,£12.99
T101477,CH003,P02,2024-04-04,2024-Q2,1,£14.99
T101478,CH003,P02,2024-08-21,2024-Q3,2,£29.98
T101479,CH003,P05,2024-09-05,2024-Q3,1,15.99
T101480,CH003,P01,2024-08-15,2024-Q3,1,£12.99
T101481,CH003,P03,2024-12-14,2024-Q4,1,11.99
T101482,CH003,P03,2024-09-23,2024-Q3,1,£11.99
T101483,CH003,P01,2024-11-22,2024-Q4,3,£39
T101484,CH003,P02,2024-12-22,2024-Q4,1,£14.99
T101485,CH003,P01,2024-05-11,2024-Q2,1,£12.99
T101486,CH003,P02,2024-11-26,2024-Q4,2,£29.98
T101487,CH003,P03,2024-07-07,2024-Q3,1,£11.99
T101488,CH003,P01,2024-10-13,2024-Q4,1,12.99
T101489,CH003,P03,2024-04-16,2024-Q2,1,£11.99
T101490,CH003,P04,2024-11-13,2024-Q4,2,£33.98
T101491,CH003,P03,2024-10-13,2024-Q4,3,£35.97
T101492,CH003,P01,2024-01-08,2024-Q1,1,12.99
T101493,CH003,P04,2024-01-26,2024-Q1,1,£16.99
T101494,CH003,P01,2024-06-21,2024-Q2,1,£13
T101495,CH003,P02,2025-05-05,2025-Q2,1,£14.99
T101496,CH003,P01,2025-09-19,2025-Q3,1,12.99
T101497,CH003,P02,2025-12-27,2025-Q4,1,14.99
T101498,CH003,P02,2025-02-25,2025-Q1,3,£44.97
T101499,CH003,P06,2025-09-04,2025-Q3,1,54.99
T101500,CH003,P02,2025-06-14,2025-Q2,2,29.98
T101501,CH003,P02,2025-10-01,2025-Q4,1,£15
T101502,CH003,P02,2025-12-20,2025-Q4,1,£14.99
T101503,CH003,P01,2025-01-04,2025-Q1,1,£13
T101504,CH003,P06,2025-10-01,2025-Q4,1,£55
T101505,CH003,P01,2025-07-13,2025-Q3,1,£12.99
T101506,CH003,P05,2025-06-14,2025-Q2,1,15.99
T101507,CH003,P01,2025-11-08,2025-Q4,1,£12.99
T101508,CH003,P02,2025-02-27,2025-Q1,2,29.98
T101509,CH003,P01,2025-07-24,2025-Q3,1,£12.99
T101510,CH003,P02,2025-11-22,2025-Q4,1,14.99
T101511,CH003,P02,2025-11-25,2025-Q4,2,£30
T101512,CH003,P06,2025-05-19,2025-Q2,2,109.98
T101513,CH003,P04,2025-05-28,2025-Q2,1,£16.99
T101514,CH003,P04,2025-09-03,2025-Q3,1,£16.99
T101515,CH003,P03,2025-05-14,2025-Q2,1,£11.99
T101516,CH003,P03,2025-09-07,2025-Q3,2,£23.98
T101517,CH003,P05,2025-02-20,2025-Q1,1,£15.99
T101518,CH003,P01,2025-06-04,2025-Q2,3,38.97
T101519,CH003,P02,2025-01-14,2025-Q1,2,£30
T101520,CH003,P04,2025-03-28,2025-Q1,1,£16.99
T101521,CH003,P01,2025-10-01,2025-Q4,1,£12.99
T101522,CH003,P02,2025-06-17,2025-Q2,1,£14.99
T101523,CH003,P03,2025-06-17,2025-Q2,1,£12
T101524,CH003,P01,2025-05-20,2025-Q2,1,12.99
T101525,CH003,P04,2025-10-27,2025-Q4,1,16.99
T101526,CH003,P01,2025-08-17,2025-Q3,1,12.99
T101527,CH003,P01,2025-04-04,2025-Q2,1,12.99
T101528,CH003,P01,2025-01-12,2025-Q1,1,£12.99
T101529,CH003,P03,2025-03-22,2025-Q1,1,11.99
T101530,CH003,P01,2025-09-03,2025-Q3,1,12.99
T101531,CH003,P03,2025-02-22,2025-Q1,1,11.99
T101532,CH003,P04,2025-08-28,2025-Q3,2,£33.98
T101533,CH003,P01,2025-09-15,2025-Q3,1,12.99
T101534,CH003,P01,2025-03-02,2025-Q1,2,25.98
T101535,CH003,P01,2025-06-13,2025-Q2,1,£12.99
T101536,CH003,P05,2025-05-05,2025-Q2,1,£15.99
T101537,CH003,P03,2025-04-05,2025-Q2,1,11.99
T101538,CH003,P05,2025-08-09,2025-Q3,1,£15.99
T101539,CH003,P05,2025-08-28,2025-Q3,1,15.99
T101540,CH003,P01,2025-07-17,2025-Q3,1,£13
T101541,CH003,P03,2025-12-18,2025-Q4,1,£12
T101542,CH003,P02,2025-03-24,2025-Q1,2,£29.98
T101543,CH003,P01,2025-07-24,2025-Q3,1,12.99
T101544,CH003,P05,2025-04-15,2025-Q2,1,£15.99
T101545,CH003,P03,2025-06-01,2025-Q2,3,£35.97
T101546,CH003,P01,2025-08-22,2025-Q3,1,£13
T101547,CH003,P05,2025-11-19,2025-Q4,2,£32
T101548,CH003,P01,2025-05-02,2025-Q2,1,£13
T101549,CH003,P01,2025-12-21,2025-Q4,2,25.98
T101550,CH003,P04,2025-03-13,2025-Q1,1,16.99
T101551,CH003,P02,2025-10-27,2025-Q4,1,£14.99
T101552,CH003,P02,2025-04-13,2025-Q2,1,£14.99
T101553,CH003,P03,2025-06-14,2025-Q2,2,£24
T101554,CH003,P02,2025-05-14,2025-Q2,1,£14.99
T101555,CH003,P05,2025-12-10,2025-Q4,1,£15.99
T101556,CH003,P02,2025-07-19,2025-Q3,3,£44.97
T101557,CH003,P02,2025-02-16,2025-Q1,1,£14.99
T101558,CH003,P01,2025-05-27,2025-Q2,2,£25.98
T101559,CH003,P03,2025-09-21,2025-Q3,1,11.99
T101560,CH003,P04,2025-10-18,2025-Q4,1,16.99
T101561,CH003,P05,2025-02-16,2025-Q1,1,£16
T101562,CH003,P03,2025-02-25,2025-Q1,1,11.99
T101563,CH003,P02,2025-10-14,2025-Q4,1,£14.99
T101564,CH003,P05,2025-09-17,2025-Q3,1,£15.99
T101565,CH003,P01,2025-09-12,2025-Q3,1,£12.99
T101566,CH003,P03,2025-05-08,2025-Q2,1,11.99
T101567,CH003,P04,2025-08-14,2025-Q3,1,16.99
T101568,CH003,P01,2025-11-01,2025-Q4,2,£25.98
T101569,CH003,P05,2025-04-25,2025-Q2,1,£15.99
T101570,CH003,P04,2025-09-19,2025-Q3,1,£16.99
T101571,CH003,P01,2025-10-28,2025-Q4,1,£13
T101572,CH003,P02,2025-06-21,2025-Q2,1,£14.99
T101573,CH003,P03,2025-12-26,2025-Q4,1,£11.99
T101574,CH003,P04,2025-09-23,2025-Q3,1,16.99
T101575,CH003,P02,2025-05-05,2025-Q2,1,£14.99
T101576,CH003,P01,2025-05-18,2025-Q2,1,£12.99
T101577,CH003,P01,2025-11-25,2025-Q4,2,£25.98
T101578,CH003,P04,2025-02-28,2025-Q1,1,£16.99
T101579,CH003,P03,2025-12-21,2025-Q4,1,£11.99
T101580,CH003,P04,2025-07-19,2025-Q3,1,16.99
T101581,CH003,P01,2025-12-05,2025-Q4,1,£12.99
T101582,CH003,P03,2025-04-04,2025-Q2,1,£11.99
T101583,CH003,P05,2025-03-23,2025-Q1,1,£15.99
T101584,CH003,P02,2025-02-10,2025-Q1,1,£15
T101585,CH003,P01,2025-10-11,2025-Q4,1,£12.99
T101586,CH003,P03,2025-03-20,2025-Q1,1,£11.99
T101587,CH003,P04,2025-12-11,2025-Q4,3,50.97
T101588,CH003,P01,2025-10-06,2025-Q4,1,£12.99
T101589,CH003,P04,2025-12-06,2025-Q4,1,£16.99
T101590,CH003,P02,2025-03-21,2025-Q1,1,£14.99
T101591,CH003,P03,2025-03-25,2025-Q1,2,£23.98
T101592,CH003,P04,2025-09-06,2025-Q3,1,£16.99
T101593,CH003,P04,2025-09-08,2025-Q3,1,£16.99
T101594,CH004,P01,2024-02-21,2024-Q1,2,£25.98
T101595,CH004,P02,2024-07-22,2024-Q3,3,£45
T101596,CH004,P05,2024-06-11,2024-Q2,1,£15.99
T101597,CH004,P02,2024-08-16,2024-Q3,3,£44.97
T101598,CH004,P04,2024-11-01,2024-Q4,1,£16.99
T101599,CH004,P02,2024-12-18,2024-Q4,1,£14.99
T101600,CH004,P04,2024-08-08,2024-Q3,1,16.99
T101601,CH004,P01,2024-03-09,2024-Q1,1,12.99
T101602,CH004,P06,2024-02-14,2024-Q1,2,£109.98
T101603,CH004,P02,2024-05-04,2024-Q2,1,£15
T101604,CH004,P05,2024-10-20,2024-Q4,1,£15.99
T101605,CH004,P01,2024-11-17,2024-Q4,1,£13
T101606,CH004,P01,2024-01-16,2024-Q1,1,£13
T101607,CH004,P02,2024-03-09,2024-Q1,2,£29.98
T101608,CH004,P02,2024-05-04,2024-Q2,2,29.98
T101609,CH004,P04,2024-04-23,2024-Q2,1,16.99
T101610,CH004,P03,2024-03-01,2024-Q1,2,£24
T101611,CH004,P01,2024-01-14,2024-Q1,1,£12.99
T101612,CH004,P03,2024-05-04,2024-Q2,1,11.99
T101613,CH004,P03,2024-03-17,2024-Q1,1,£11.99
T101614,CH004,P03,2024-10-14,2024-Q4,1,£11.99
T101615,CH004,P05,2024-12-20,2024-Q4,1,15.99
T101616,CH004,P01,2024-06-06,2024-Q2,2,£25.98
T101617,CH004,P06,2024-02-03,2024-Q1,1,£55
T101618,CH004,P02,2024-09-06,2024-Q3,2,£30
T101619,CH004,P04,2024-05-22,2024-Q2,1,£16.99
T101620,CH004,P02,2024-08-08,2024-Q3,1,£14.99
T101621,CH004,P05,2024-05-07,2024-Q2,2,£31.98
T101622,CH004,P02,2024-11-10,2024-Q4,1,14.99
T101623,CH004,P01,2024-06-11,2024-Q2,1,£12.99
T101624,CH004,P03,2024-06-05,2024-Q2,1,£12
T101625,CH004,P01,2024-02-16,2024-Q1,1,£13
T101626,CH004,P04,2024-06-14,2024-Q2,2,33.98
T101627,CH004,P01,2024-09-28,2024-Q3,1,£12.99
T101628,CH004,P02,2024-10-26,2024-Q4,2,£29.98
